# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TP73	TP73	NM_001204192.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
TP73	TP73	NM_005427.4	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
TPCN1	TPCN1	NM_001143819.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TPCN1	TPCN1	NM_001301214.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TPCN1	TPCN1	NM_001351346.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TPCN1	TPCN1	NM_001351347.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TPCN1	TPCN1	NM_017901.6	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001043351.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001043352.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001043353.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001278188.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001278189.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001278190.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001278191.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001349679.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001364679.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001364680.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_001364681.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NM_153649.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3	TPM3	NR_103461.2		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TPR	TPR	NM_003292.3	protein_coding	0	1	1	5	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
TRAIP	TRAIP	NM_005879.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAK2	TRAK2	NM_015049.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRAP1	TRAP1	NM_001272049.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRAP1	TRAP1	NM_016292.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRAPPC2B	TRAPPC2B	NM_001355204.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
TRAPPC5	TRAPPC5	NM_001042461.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC5	TRAPPC5	NM_001042462.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC5	TRAPPC5	NM_174894.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC8	TRAPPC8	NM_014939.4	protein_coding	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
TRHR	TRHR	NM_003301.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIAP1	TRIAP1	NM_016399.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM10	TRIM10.4	NM_006778.4.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM10	TRIM10.4	NM_052828.3.6	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM15	TRIM15.4	NM_033229.3.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRIM28	TRIM28	NM_005762.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001005207.5	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001320987.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001320988.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001320989.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001320990.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353082.2	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353083.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353084.2	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353085.2	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_001353086.2	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NM_015294.6	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TRIM37	TRIM37	NR_148346.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
TRIM37	TRIM37	NR_148347.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
TRIM48	TRIM48	NM_024114.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM59-IFT80	TRIM59-IFT80	NR_148401.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
TRIM59-IFT80	TRIM59-IFT80	NR_148402.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
TRIM59-IFT80	TRIM59-IFT80	NR_148403.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
TRIP12	TRIP12	NM_001284214.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001284215.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001284216.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348315.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348316.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348317.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348318.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348319.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348320.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348321.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348322.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348323.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348324.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348325.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348326.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348327.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348328.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348329.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348330.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348331.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348332.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_001348333.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRIP12	TRIP12	NM_004238.3	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
TRMT2B	TRMT2B	NM_001167970.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRMT2B	TRMT2B	NM_001167971.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRMT2B	TRMT2B	NM_001167972.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRMT2B	TRMT2B	NM_024917.6	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRPC1	TRPC1	NM_001251845.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRPC1	TRPC1	NM_003304.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRPC6	TRPC6	NM_004621.6	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001007471.4	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366141.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366142.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366143.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366145.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366146.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366147.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366148.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366149.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366150.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366151.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366152.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_001366154.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_020952.6	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_024971.6	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_206944.5	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_206945.5	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_206946.5	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPM3	TRPM3	NM_206947.4	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TRPV4	TRPV4	NM_001177428.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
TRPV4	TRPV4	NM_001177431.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
TRPV4	TRPV4	NM_001177433.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
TRPV4	TRPV4	NM_021625.5	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
TRPV4	TRPV4	NM_147204.2	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
TSNARE1	TSNARE1	NM_001291931.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TSNARE1	TSNARE1	NM_001363740.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TSNARE1	TSNARE1	NM_001366901.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TSNARE1	TSNARE1	NM_001366902.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TSNARE1	TSNARE1	NM_001366903.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TSNARE1	TSNARE1	NM_001366904.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TSNARE1	TSNARE1	NM_145003.5	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TSNAX-DISC1	TSNAX-DISC1	NR_028393.1		0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TSNAX-DISC1	TSNAX-DISC1	NR_028394.1		0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TSNAX-DISC1	TSNAX-DISC1	NR_028395.1		0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TSNAX-DISC1	TSNAX-DISC1	NR_028396.1		0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TSNAX-DISC1	TSNAX-DISC1	NR_028397.1		0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TSNAX-DISC1	TSNAX-DISC1	NR_028398.1		0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
TSPAN18	TSPAN18	NM_130783.5	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TSR2	TSR2	NM_001346789.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TSR2	TSR2	NM_001346790.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TSR2	TSR2	NM_001346791.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TSR2	TSR2	NM_001346792.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TSR2	TSR2	NM_058163.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TSR3	TSR3	NM_001001410.3	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
TTBK2	TTBK2	NM_173500.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC12	TTC12	NM_001318533.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC12	TTC12	NM_001352037.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC12	TTC12	NM_001352038.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC12	TTC12	NM_017868.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC12	TTC12	NR_147891.2		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC17	TTC17	NM_001307943.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC17	TTC17	NM_018259.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC21A	TTC21A	NM_001105513.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC21A	TTC21A	NM_001366899.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC21A	TTC21A	NM_001366900.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC21A	TTC21A	NM_145755.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC21A	TTC21A	NR_159494.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC21A	TTC21A	NR_159495.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC21A	TTC21A	NR_159496.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TTC23	TTC23	NM_001288615.3	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TTC23	TTC23	NM_001288616.3	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TTC23	TTC23	NM_001353869.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TTC23	TTC23	NR_109947.3		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
TTC29	TTC29	NM_001300761.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC29	TTC29	NM_001317806.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC29	TTC29	NM_031956.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC29	TTC29	NR_133922.2		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TTC31	TTC31	NM_022492.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TTC31	TTC31	NR_027749.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TTC37	TTC37	NM_014639.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TTC6	TTC6	NM_001310135.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
TTC6	TTC6	NM_001368142.1	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
TTI1	TTI1	NM_001303457.2	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
TTI1	TTI1	NM_014657.3	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
TTLL7	TTLL7	NM_001350214.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
TTLL7	TTLL7	NM_001350215.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
TTLL7	TTLL7	NM_024686.6	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
TTN	TTN	NM_001256850.1	protein_coding	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0
TTN	TTN	NM_001267550.2	protein_coding	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0
TTN	TTN	NM_003319.4	protein_coding	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0
TTN	TTN	NM_133378.4	protein_coding	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0
TTN	TTN	NM_133379.5	protein_coding	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
TTN	TTN	NM_133432.3	protein_coding	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0
TTN	TTN	NM_133437.4	protein_coding	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0
TTN-AS1	TTN-AS1	NR_038271.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
TTN-AS1	TTN-AS1	NR_038272.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
TTYH2	TTYH2	NM_001330453.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TTYH2	TTYH2	NM_032646.6	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TTYH2	TTYH2	NM_052869.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TUB	TUB	NM_003320.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TUB	TUB	NM_177972.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TUBGCP2	TUBGCP2	NM_001256617.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TUBGCP2	TUBGCP2	NM_001256618.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TUBGCP2	TUBGCP2	NM_006659.3	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
TUBGCP2	TUBGCP2	NR_046330.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
