NP_001355814	NM_001368885
NP_001380271	NM_001393342
NP_001307852	NM_001320923
NP_001366443	NM_001379514
NP_001289385	NM_001302456
NP_000005	NM_000014
NP_001356	NM_001365
NP_758859	NM_172349
NP_001369568	NM_001382639
NP_001340683	NM_001353754
NP_982288	NM_203463
NP_001186128	NM_001199199
NP_001351179	NM_001364250
NP_001231874	NM_001244945
NP_001350585	NM_001363656
NP_001310442	NM_001323513
NP_001138925	NM_001145453
NP_001351162	NM_001364233
NP_001369485	NM_001382556
NP_001351785	NM_001364856
NP_001340630	NM_001353701
NP_001244899	NM_001257970
NP_001275512	NM_001288583
NP_001139656	NM_001146184
NP_001336478	NM_001349549
NP_001308003	NM_001321074
NP_002218	NM_002227
NP_001350957	NM_001364028
NP_001231875	NM_001244946
NP_001375032	NM_001388103
NP_001375043	NM_001388114
NP_001128122	NM_001134650
NP_036381	NM_012249
NP_001375042	NM_001388113
NP_001278630	NM_001291701
NP_001339858	NM_001352929
NP_001129496	NM_001136024
NP_001308877	NM_001321948
NP_001339848	NM_001352919
NP_001341685	NM_001354756
NP_001382123	NM_001395194
NP_055660	NM_014845
NP_803238	NM_177455
NP_001358288	NM_001371359
NP_001357398	NM_001370469
NP_001305174	NM_001318245
NP_001290033	NM_001303104
NP_001369486	NM_001382557
NP_001382121	NM_001395192
NP_570925	NM_130855
NP_001339859	NM_001352930
NP_001340911	NM_001353982
NP_001264744	NM_001277815
NP_001375025	NM_001388096
NP_001349612	NM_001362683
NP_659477	NM_145040
NP_001382107	NM_001395178
NP_001373620	NM_001386691
NP_001307028	NM_001320099
NP_001357419	NM_001370490
NP_001340647	NM_001353718
NP_001340645	NM_001353716
NP_000454	NM_000463
NP_004965	NM_004974
NP_001375027	NM_001388098
NP_001351171	NM_001364242
NP_036575	NM_012443
NP_001071	NM_001080
NP_001269815	NM_001282886
NP_001122299	NM_001128827
NP_001356833	NM_001369904
NP_001136048	NM_001142576
NP_001188254	NM_001201325
NP_001339195	NM_001352266
NP_001356656	NM_001369727
NP_001307832	NM_001320903
NP_001158503	NM_001165031
NP_001138328	NM_001144856
NP_001336653	NM_001349724
NP_001266	NM_001275
NP_001306069	NM_001319140
NP_722522	NM_153815
NP_066549	NM_021071
NP_001375059	NM_001388130
NP_001020242	NM_001025071
NP_001366619	NM_001379690
NP_001305124	NM_001318195
NP_001356652	NM_001369723
NP_001336477	NM_001349548
NP_001340665	NM_001353736
NP_001375036	NM_001388107
NP_002704	NM_002713
NP_001353466	NM_001366537
NP_000874	NM_000883
NP_060643	NM_018173
NP_115997	NM_032608
NP_002618	NM_002627
NP_001191786	NM_001204857
NP_001305682	NM_001318753
NP_001247431	NM_001260502
NP_001191790	NM_001204861
NP_001356651	NM_001369722
NP_005608	NM_005617
NP_004492	NM_004501
NP_001016	NM_001025
NP_001240784	NM_001253855
NP_001375053	NM_001388124
NP_079334	NM_025058
NP_001278797	NM_001291868
NP_001375330	NM_001388401
NP_001366441	NM_001379512
NP_001375063	NM_001388134
NP_001007240	NM_001007239
NP_000384	NM_000393
NP_001308876	NM_001321947
NP_001295174	NM_001308245
NP_001171481	NM_001178010
NP_001351158	NM_001364229
NP_001340654	NM_001353725
NP_115522	NM_032146
NP_777571	NM_174911
NP_112486	NM_031209
NP_056057	NM_015242
NP_001308296	NM_001321367
NP_689805	NM_152592
NP_001136046	NM_001142574
NP_001092104	NM_001098634
NP_001273574	NM_001286645
NP_065811	NM_020760
NP_001340669	NM_001353740
NP_005270	NM_005279
NP_001138355	NM_001144883
NP_001375038	NM_001388109
NP_002627	NM_002636
NP_001351177	NM_001364248
NP_001264746	NM_001277817
NP_821067	NM_178000
NP_001340628	NM_001353699
NP_001315550	NM_001328621
NP_001307831	NM_001320902
NP_001351172	NM_001364243
NP_056049	NM_015234
NP_055045	NM_014230
NP_001351168	NM_001364239
NP_001278651	NM_001291722
NP_003725	NM_003734
NP_001244222	NM_001257293
NP_001284673	NM_001297744
NP_001375049	NM_001388120
NP_005068	NM_005077
NP_001375061	NM_001388132
NP_001269888	NM_001282959
NP_001309999	NM_001323070
NP_001308869	NM_001321940
NP_001231873	NM_001244944
NP_001375048	NM_001388119
NP_955389	NM_199357
NP_001305722	NM_001318793
NP_001340676	NM_001353747
NP_570924	NM_130854
NP_001243055	NM_001256126
NP_005512	NM_005521
NP_001127808	NM_001134336
NP_004388	NM_004397
NP_001375055	NM_001388126
NP_997198	NM_207315
NP_001317498	NM_001330569
NP_001307245	NM_001320316
NP_001382122	NM_001395193
NP_001243372	NM_001256443
NP_001351174	NM_001364245
NP_570923	NM_130853
NP_001352613	NM_001365684
NP_055965	NM_015150
NP_001269688	NM_001282759
NP_996916	NM_207033
NP_001354355	NM_001367426
NP_001263318	NM_001276389
NP_115904	NM_032515
NP_149081	NM_033090
NP_002916	NM_002925
NP_001371530	NM_001384601
NP_001340688	NM_001353759
NP_006009	NM_006018
NP_001356659	NM_001369730
NP_001278933	NM_001292004
NP_001340680	NM_001353751
NP_002486	NM_002495
NP_699166	NM_153335
NP_060707	NM_018237
NP_054704	NM_013998
NP_001124438	NM_001130966
NP_001351180	NM_001364251
NP_001308875	NM_001321946
NP_001265222	NM_001278293
NP_660282	NM_145239
NP_001002026	NM_001002026
NP_001340627	NM_001353698
NP_001375062	NM_001388133
NP_005853	NM_005862
NP_001623	NM_001632
NP_000010	NM_000019
NP_001340651	NM_001353722
NP_064588	NM_020203
NP_001124441	NM_001130969
NP_001278624	NM_001291695
NP_077720	NM_024409
NP_005639	NM_005648
NP_001350719	NM_001363790
NP_001340664	NM_001353735
NP_001356646	NM_001369717
NP_001171626	NM_001184697
NP_001096075	NM_001102605
NP_001339847	NM_001352918
NP_001305720	NM_001318791
NP_002964	NM_002973
NP_001341684	NM_001354755
NP_001340667	NM_001353738
NP_002405	NM_002414
NP_001305719	NM_001318790
NP_001269686	NM_001282757
NP_001139657	NM_001146185
NP_002401	NM_002410
NP_001374315	NM_001387386
NP_001193947	NM_001207018
NP_001366440	NM_001379511
NP_001369489	NM_001382560
NP_001340677	NM_001353748
NP_001340642	NM_001353713
NP_115790	NM_032414
NP_000605	NM_000614
NP_001340638	NM_001353709
NP_001269720	NM_001282791
NP_003076	NM_003085
NP_001341942	NM_001355013
NP_001369488	NM_001382559
NP_001001563	NM_001001563
NP_056132	NM_015317
NP_001351159	NM_001364230
NP_001375047	NM_001388118
NP_001248381	NM_001261452
NP_001180199	NM_001193270
NP_002972	NM_002981
NP_001309997	NM_001323068
NP_001350715	NM_001363786
NP_001833	NM_001842
NP_001139659	NM_001146187
NP_000665	NM_000674
NP_001369571	NM_001382642
NP_004106	NM_004115
NP_940942	NM_198540
NP_775495	NM_173359
NP_001375039	NM_001388110
NP_001308784	NM_001321855
NP_055191	NM_014376
NP_001191840	NM_001204911
NP_523353	NM_078629
NP_006201	NM_006210
NP_775490	NM_173354
NP_001310000	NM_001323071
NP_001340637	NM_001353708
NP_001373608	NM_001386679
NP_006753	NM_006762
NP_001306222	NM_001319293
NP_001307030	NM_001320101
NP_001138353	NM_001144881
NP_001340908	NM_001353979
NP_001340678	NM_001353749
NP_001020259	NM_001025088
NP_001340673	NM_001353744
NP_001684	NM_001693
NP_001305027	NM_001318098
NP_001160096	NM_001166624
NP_001136076	NM_001142604
NP_068776	NM_021957
NP_001358386	NM_001371457
NP_543152	NM_080876
NP_001349688	NM_001362759
NP_001375066	NM_001388137
NP_001351170	NM_001364241
NP_001340668	NM_001353739
NP_056512	NM_015697
NP_036577	NM_012445
NP_001340672	NM_001353743
NP_001138938	NM_001145466
NP_001340675	NM_001353746
NP_001781	NM_001790
NP_001382106	NM_001395177
NP_116206	NM_032817
NP_001353314	NM_001366385
NP_112591	NM_031301
NP_001371527	NM_001384598
NP_001305716	NM_001318787
NP_001308865	NM_001321936
NP_001123654	NM_001130182
NP_001336483	NM_001349554
NP_001171469	NM_001177998
NP_001351167	NM_001364238
NP_001375060	NM_001388131
NP_001350501	NM_001363572
NP_001297052	NM_001310123
NP_001351183	NM_001364254
NP_055598	NM_014783
NP_821070	NM_178003
NP_001369576	NM_001382647
NP_001311042	NM_001324113
NP_689971	NM_152758
NP_001305680	NM_001318751
NP_003629	NM_003638
NP_001156495	NM_001163023
NP_000679	NM_000688
NP_001340682	NM_001353753
NP_001340639	NM_001353710
NP_001335028	NM_001348099
NP_001356665	NM_001369736
NP_001073625	NM_001080156
NP_001271260	NM_001284331
NP_001017361	NM_001017361
NP_001356657	NM_001369728
NP_689822	NM_152609
NP_005755	NM_005764
NP_001269889	NM_001282960
NP_001140174	NM_001146702
NP_002644	NM_002653
NP_758442	NM_172242
NP_001336652	NM_001349723
NP_001182231	NM_001195302
NP_001380940	NM_001394011
NP_001128123	NM_001134651
NP_001025067	NM_001029896
NP_001356663	NM_001369734
NP_001375026	NM_001388097
NP_001073346	NM_001079877
NP_009006	NM_007075
NP_001307029	NM_001320100
NP_722454	NM_153770
NP_001371533	NM_001384604
NP_054836	NM_014117
NP_001191385	NM_001204456
NP_001306070	NM_001319141
NP_005206	NM_005215
NP_001382115	NM_001395186
NP_008863	NM_006932
NP_001308878	NM_001321949
NP_061900	NM_019027
NP_114429	NM_032040
NP_001357422	NM_001370493
NP_001351181	NM_001364252
NP_001371529	NM_001384600
NP_004322	NM_004331
NP_001135786	NM_001142314
NP_001340671	NM_001353742
NP_001340656	NM_001353727
NP_001116370	NM_001122898
NP_001374317	NM_001387388
NP_001341691	NM_001354762
NP_001335027	NM_001348098
NP_001340670	NM_001353741
NP_001357399	NM_001370470
NP_001311046	NM_001324117
NP_001382109	NM_001395180
NP_001375022	NM_001388093
NP_001340687	NM_001353758
NP_001340644	NM_001353715
NP_009019	NM_007088
NP_001350720	NM_001363791
NP_703148	NM_153447
NP_001375028	NM_001388099
NP_075560	NM_023072
NP_789771	NM_176801
NP_001278625	NM_001291696
NP_037425	NM_013293
NP_001269103	NM_001282174
NP_001129057	NM_001135585
NP_001278796	NM_001291867
NP_001371197	NM_001384268
NP_001351164	NM_001364235
NP_001248383	NM_001261454
NP_001334354	NM_001347425
NP_057019	NM_015935
NP_001357400	NM_001370471
NP_001353467	NM_001366538
NP_001357396	NM_001370467
NP_057222	NM_016138
NP_001091988	NM_001098518
NP_001369487	NM_001382558
NP_001375029	NM_001388100
NP_001182446	NM_001195517
NP_001124323	NM_001130851
NP_001308004	NM_001321075
NP_065103	NM_020370
NP_001307246	NM_001320317
NP_001315548	NM_001328619
NP_001371528	NM_001384599
NP_001264743	NM_001277814
NP_001243406	NM_001256477
NP_001356650	NM_001369721
NP_001193940	NM_001207011
NP_438170	NM_052819
NP_001382120	NM_001395191
NP_061984	NM_019111
NP_001306072	NM_001319143
NP_001351176	NM_001364247
NP_003106	NM_003115
NP_064565	NM_020180
NP_057253	NM_016169
NP_001375031	NM_001388102
NP_001248384	NM_001261455
NP_001336481	NM_001349552
NP_000301	NM_000310
NP_054702	NM_013996
NP_001001998	NM_001001998
NP_001372577	NM_001385648
NP_057483	NM_016399
NP_001013454	NM_001013436
NP_783297	NM_175610
NP_001340660	NM_001353731
NP_001382124	NM_001395195
NP_683701	NM_148903
NP_667341	NM_147130
NP_003177	NM_003186
NP_996991	NM_207108
NP_001316488	NM_001329559
NP_001041695	NM_001048230
NP_001073626	NM_001080157
NP_001354354	NM_001367425
NP_001349689	NM_001362760
NP_000512	NM_000521
NP_001291373	NM_001304444
NP_001350956	NM_001364027
NP_001339363	NM_001352434
NP_001139509	NM_001146037
NP_001351169	NM_001364240
NP_001340657	NM_001353728
NP_001351155	NM_001364226
NP_001340666	NM_001353737
NP_001340626	NM_001353697
NP_653269	NM_144668
NP_001375044	NM_001388115
NP_001287758	NM_001300829
NP_001308873	NM_001321944
NP_001159630	NM_001166158
NP_001310001	NM_001323072
NP_001110	NM_001119
NP_001373611	NM_001386682
NP_001369570	NM_001382641
NP_001005337	NM_001005337
NP_001243530	NM_001256601
NP_054909	NM_014190
NP_000517	NM_000526
NP_694544	NM_152999
NP_001186671	NM_001199742
NP_001305681	NM_001318752
NP_602296	NM_134424
NP_001375052	NM_001388123
NP_001005339	NM_001005339
NP_001035756	NM_001040666
NP_054908	NM_014189
NP_001375030	NM_001388101
NP_001264742	NM_001277813
NP_001356654	NM_001369725
NP_001243371	NM_001256442
NP_004457	NM_004466
NP_001315549	NM_001328620
NP_001357418	NM_001370489
NP_001340907	NM_001353978
NP_001340634	NM_001353705
NP_001186670	NM_001199741
NP_001339365	NM_001352436
NP_054703	NM_013997
NP_001107866	NM_001114394
NP_001341943	NM_001355014
NP_001375425	NM_001388496
NP_001243528	NM_001256599
NP_001340685	NM_001353756
NP_001340640	NM_001353711
NP_001311044	NM_001324115
NP_001247432	NM_001260503
NP_001351995	NM_001365066
NP_001308782	NM_001321853
NP_001171470	NM_001177999
NP_001339194	NM_001352265
NP_001354352	NM_001367423
NP_001307247	NM_001320318
NP_001336654	NM_001349725
NP_001340684	NM_001353755
NP_001308868	NM_001321939
NP_001340641	NM_001353712
NP_001306781	NM_001319852
NP_001269308	NM_001282379
NP_001375064	NM_001388135
NP_001269719	NM_001282790
NP_001334353	NM_001347424
NP_001278623	NM_001291694
NP_001128127	NM_001134655
NP_004211	NM_004220
NP_001376374	NM_001389445
NP_005082	NM_005091
NP_001191198	NM_001204269
NP_065755	NM_020704
NP_001351161	NM_001364232
NP_001356653	NM_001369724
NP_001340652	NM_001353723
NP_001138354	NM_001144882
NP_001001502	NM_001001502
NP_001341683	NM_001354754
NP_002882	NM_002891
NP_001248382	NM_001261453
NP_001317497	NM_001330568
NP_001157753	NM_001164281
NP_001357397	NM_001370468
NP_001264745	NM_001277816
NP_001369490	NM_001382561
NP_001191787	NM_001204858
NP_001351184	NM_001364255
NP_001354351	NM_001367422
NP_037457	NM_013325
NP_001306071	NM_001319142
NP_005255	NM_005264
NP_006339	NM_006348
NP_001171624	NM_001184695
NP_001371532	NM_001384603
NP_001136047	NM_001142575
NP_001382112	NM_001395183
NP_001288177	NM_001301248
NP_001020260	NM_001025089
NP_001305724	NM_001318795
NP_001308863	NM_001321934
NP_001307833	NM_001320904
NP_001357421	NM_001370492
NP_001116423	NM_001122951
NP_001337886	NM_001350957
NP_002027	NM_002036
NP_001356660	NM_001369731
NP_001304963	NM_001318034
NP_001337884	NM_001350955
NP_001340690	NM_001353761
NP_001231663	NM_001244734
NP_002798	NM_002807
NP_115885	NM_032496
NP_000290	NM_000299
NP_001340643	NM_001353714
NP_001356647	NM_001369718
NP_004310	NM_004319
NP_848540	NM_178445
NP_085125	NM_030622
NP_001339856	NM_001352927
NP_001374314	NM_001387385
NP_001374316	NM_001387387
NP_001351173	NM_001364244
NP_001308006	NM_001321077
NP_001191791	NM_001204862
NP_001375037	NM_001388108
NP_001311045	NM_001324116
NP_001284350	NM_001297421
NP_001171474	NM_001178003
NP_001308866	NM_001321937
NP_001264661	NM_001277732
NP_055483	NM_014668
NP_001278629	NM_001291700
NP_037416	NM_013284
NP_523352	NM_078628
NP_001340631	NM_001353702
NP_057593	NM_016509
NP_776155	NM_173794
NP_001356658	NM_001369729
NP_066303	NM_021023
NP_112246	NM_030984
NP_001297050	NM_001310121
NP_001273409	NM_001286480
NP_001351154	NM_001364225
NP_001171482	NM_001178011
NP_003912	NM_003921
NP_001371212	NM_001384283
NP_001291769	NM_001304840
NP_001289384	NM_001302455
NP_006415	NM_006424
NP_001157196	NM_001163724
NP_001915	NM_001924
NP_694571	NM_153026
NP_001181936	NM_001195007
NP_001001524	NM_001001524
NP_001278937	NM_001292008
NP_001350340	NM_001363411
NP_954635	NM_199166
NP_001159725	NM_001166253
NP_001340679	NM_001353750
NP_001356834	NM_001369905
NP_001350342	NM_001363413
NP_001309998	NM_001323069
NP_001337882	NM_001350953
NP_001340649	NM_001353720
NP_733936	NM_170740
NP_001295207	NM_001308278
NP_004178	NM_004187
NP_066986	NM_021163
NP_001334352	NM_001347423
NP_006791	NM_006800
NP_001375050	NM_001388121
NP_001308005	NM_001321076
NP_001159442	NM_001165970
NP_001340686	NM_001353757
NP_001131147	NM_001137675
NP_001357424	NM_001370495
NP_001306779	NM_001319850
NP_938011	NM_198270
NP_001156494	NM_001163022
NP_001305683	NM_001318754
NP_003255	NM_003264
NP_001288619	NM_001301690
NP_005112	NM_005121
NP_001290032	NM_001303103
NP_001351165	NM_001364236
NP_001287955	NM_001301026
NP_001340681	NM_001353752
NP_001269681	NM_001282752
NP_060676	NM_018206
NP_001356418	NM_001369489
NP_001332873	NM_001345944
NP_001128477	NM_001135005
NP_001284674	NM_001297745
NP_001191793	NM_001204864
NP_001278112	NM_001291183
NP_001308297	NM_001321368
NP_996917	NM_207034
NP_001124443	NM_001130971
NP_001369567	NM_001382638
NP_001304980	NM_001318051
NP_073603	NM_022766
NP_663633	NM_145658
NP_057641	NM_016557
NP_001375034	NM_001388105
NP_001073913	NM_001080444
NP_065923	NM_020872
NP_001384	NM_001393
NP_775102	NM_173079
NP_001337126	NM_001350197
NP_001375388	NM_001388459
NP_061948	NM_019075
NP_001353007	NM_001366078
NP_001378942	NM_001392013
NP_001364918	NM_001377989
NP_001091875	NM_001098405
NP_001005277	NM_001005277
NP_778225	NM_175055
NP_001380943	NM_001394014
NP_001194002	NM_001207073
NP_001139277	NM_001145805
NP_001276976	NM_001290047
NP_001351839	NM_001364910
NP_940951	NM_198549
NP_001378886	NM_001391957
NP_036415	NM_012283
NP_001350815	NM_001363886
NP_001338278	NM_001351349
NP_002271	NM_002280
NP_001352638	NM_001365709
NP_001180289	NM_001193360
NP_001346157	NM_001359228
NP_001353173	NM_001366244
NP_003077	NM_003086
NP_940948	NM_198546
NP_001313340	NM_001326411
NP_067065	NM_021242
NP_001138890	NM_001145418
NP_001073929	NM_001080460
NP_001352300	NM_001365371
NP_001004699	NM_001004699
NP_001381265	NM_001394336
NP_940923	NM_198521
NP_001186144	NM_001199215
NP_001338518	NM_001351589
NP_001381227	NM_001394298
NP_001356792	NM_001369863
NP_775780	NM_173509
NP_997263	NM_207380
NP_689686	NM_152473
NP_003507	NM_003516
NP_001120684	NM_001127212
NP_001116864	NM_001123392
NP_001381094	NM_001394165
NP_036599	NM_012467
NP_002651	NM_002660
NP_001381248	NM_001394319
NP_072095	NM_022573
NP_001356130	NM_001369201
NP_997721	NM_212556
NP_079195	NM_024919
NP_115731	NM_032355
NP_001269613	NM_001282684
NP_001291490	NM_001304561
NP_660295	NM_145252
NP_958805	NM_201403
NP_444506	NM_053276
NP_644810	NM_139281
NP_001137452	NM_001143980
NP_001338466	NM_001351537
NP_001353211	NM_001366282
NP_001371503	NM_001384574
NP_112492	NM_031215
NP_115548	NM_032172
NP_613258	NM_138610
NP_001381002	NM_001394073
NP_001005182	NM_001005182
NP_004201	NM_004210
NP_055804	NM_014989
NP_001338217	NM_001351288
NP_001116	NM_001125
NP_001293001	NM_001306072
NP_001381489	NM_001394560
NP_001074306	NM_001080837
NP_001882	NM_001891
NP_001287710	NM_001300781
NP_631916	NM_139177
NP_055207	NM_014392
NP_001258387	NM_001271458
NP_001091888	NM_001098418
NP_001035807	NM_001040874
NP_001161148	NM_001167676
NP_932340	NM_198074
NP_001354640	NM_001367711
NP_001374680	NM_001387751
NP_055503	NM_014688
NP_001004719	NM_001004719
NP_689840	NM_152627
NP_001376173	NM_001389244
NP_001380591	NM_001393662
NP_001345593	NM_001358664
NP_001350774	NM_001363845
NP_001008409	NM_001008409
NP_001123525	NM_001130053
NP_150283	NM_033258
NP_001091091	NM_001097622
NP_631910	NM_139171
NP_001380320	NM_001393391
NP_001106946	NM_001113475
NP_056257	NM_015442
NP_001380584	NM_001393655
NP_064568	NM_020183
NP_001001325	NM_001001325
NP_002079	NM_002088
NP_003963	NM_003972
NP_001280555	NM_001293626
NP_001337848	NM_001350919
NP_001340379	NM_001353450
NP_001028229	NM_001033057
NP_001375235	NM_001388306
NP_001139808	NM_001146336
NP_001378892	NM_001391963
NP_001354536	NM_001367607
NP_001377775	NM_001390846
NP_002304	NM_002313
NP_001156547	NM_001163075
NP_001374493	NM_001387564
NP_004149	NM_004158
NP_055295	NM_014480
NP_001137439	NM_001143967
NP_001358118	NM_001371189
NP_001229721	NM_001242792
NP_689571	NM_152358
NP_742003	NM_172006
NP_942147	NM_198850
NP_001381568	NM_001394639
NP_001073951	NM_001080482
NP_001291289	NM_001304360
NP_001376641	NM_001389712
NP_003500	NM_003509
NP_001091882	NM_001098412
NP_001138567	NM_001145095
NP_001381274	NM_001394345
NP_001269251	NM_001282322
NP_002069	NM_002078
NP_001381127	NM_001394198
NP_005288	NM_005297
NP_898829	NM_183011
NP_001005239	NM_001005239
NP_001159811	NM_001166339
NP_006188	NM_006197
NP_002208	NM_002217
NP_001020560	NM_001025389
NP_003509	NM_003518
NP_001374923	NM_001387994
NP_001364925	NM_001377996
NP_789780	NM_176810
NP_001380461	NM_001393532
NP_067069	NM_021246
NP_001293070	NM_001306141
NP_001010881	NM_001010881
NP_061749	NM_018926
NP_001012458	NM_001012455
NP_001369492	NM_001382563
NP_001034929	NM_001039840
NP_982284	NM_203459
NP_006741	NM_006750
NP_001311171	NM_001324242
NP_001372394	NM_001385465
NP_001381027	NM_001394098
NP_001239204	NM_001252275
NP_001041717	NM_001048252
NP_001271330	NM_001284401
NP_001004316	NM_001004316
NP_689694	NM_152481
NP_573399	NM_133169
NP_004753	NM_004762
NP_001372923	NM_001385994
NP_009152	NM_007221
NP_001127877	NM_001134405
NP_001265436	NM_001278507
NP_001310016	NM_001323087
NP_072093	NM_022571
NP_001032237	NM_001037160
NP_001034703	NM_001039614
NP_056143	NM_015328
NP_001035753	NM_001040663
NP_066407	NM_021063
NP_001352517	NM_001365588
NP_001362978	NM_001376049
NP_068707	NM_021907
NP_001380268	NM_001393339
NP_114113	NM_031907
NP_079062	NM_024786
NP_001374375	NM_001387446
NP_001161950	NM_001168478
NP_055183	NM_014368
NP_001269422	NM_001282493
NP_001381339	NM_001394410
NP_001122098	NM_001128626
NP_001035538	NM_001040448
NP_061956	NM_019083
NP_996531	NM_206808
NP_001380310	NM_001393381
NP_002177	NM_002186
NP_110428	NM_030801
NP_009055	NM_007124
NP_001098998	NM_001105528
NP_001337907	NM_001350978
NP_077816	NM_024490
NP_001009905	NM_001009905
NP_001380966	NM_001394037
NP_001291947	NM_001305018
NP_055874	NM_015059
NP_001020110	NM_001024939
NP_001120671	NM_001127199
NP_055038	NM_014223
NP_001070974	NM_001077506
NP_001380273	NM_001393344
NP_112166	NM_030904
NP_001291260	NM_001304331
NP_001032903	NM_001037814
NP_001380558	NM_001393629
NP_001004715	NM_001004715
NP_004188	NM_004197
NP_001381459	NM_001394530
NP_005158	NM_005167
NP_001137355	NM_001143883
NP_001180265	NM_001193336
NP_001004051	NM_001004051
NP_001290193	NM_001303264
NP_001381885	NM_001394956
NP_001350470	NM_001363541
NP_001019845	NM_001024674
NP_006366	NM_006375
NP_001338280	NM_001351351
NP_001365133	NM_001378204
NP_150638	NM_033296
NP_001160164	NM_001166692
NP_001071638	NM_001078170
NP_689692	NM_152479
NP_001304703	NM_001317774
NP_001004454	NM_001004454
NP_001123530	NM_001130058
NP_057164	NM_016080
NP_001229461	NM_001242532
NP_061876	NM_019003
NP_001005490	NM_001005490
NP_001337849	NM_001350920
NP_001269397	NM_001282468
NP_001354639	NM_001367710
NP_006225	NM_006234
NP_001096078	NM_001102608
NP_001372018	NM_001385089
NP_660352	NM_145309
NP_653170	NM_144569
NP_001342502	NM_001355573
NP_001352906	NM_001365977
NP_001339893	NM_001352964
NP_001026883	NM_001031713
NP_001308107	NM_001321178
NP_056017	NM_015202
NP_001376612	NM_001389683
NP_066408	NM_021064
NP_001379002	NM_001392073
NP_001332772	NM_001345843
NP_001342212	NM_001355283
NP_001278744	NM_001291815
NP_001005168	NM_001005168
NP_056325	NM_015510
NP_981959	NM_203414
NP_940894	NM_198492
NP_741981	NM_171830
NP_001342398	NM_001355469
NP_001278220	NM_001291291
NP_001073998	NM_001080529
NP_001306122	NM_001319193
NP_001129705	NM_001136233
NP_001073927	NM_001080458
NP_001374285	NM_001387356
NP_853654	NM_181623
NP_001242904	NM_001255975
NP_001139124	NM_001145652
NP_001188281	NM_001201352
NP_061938	NM_019065
NP_001138816	NM_001145344
NP_001381319	NM_001394390
NP_001369644	NM_001382715
NP_001035189	NM_001040100
NP_733778	NM_170678
NP_073616	NM_022779
NP_942012	NM_198719
NP_001380698	NM_001393769
NP_001334951	NM_001348022
NP_954578	NM_199127
NP_001128585	NM_001135113
NP_001381830	NM_001394901
NP_839956	NM_178238
NP_001808	NM_001817
NP_001308456	NM_001321527
NP_001381895	NM_001394966
NP_899243	NM_183387
NP_001335124	NM_001348195
NP_001137532	NM_001144060
NP_001138537	NM_001145065
NP_001293023	NM_001306094
NP_004407	NM_004416
NP_006019	NM_006028
NP_001380868	NM_001393939
NP_078960	NM_024684
NP_001381716	NM_001394787
NP_001341531	NM_001354602
NP_002890	NM_002899
NP_001373977	NM_001387048
NP_001378885	NM_001391956
NP_001337380	NM_001350451
NP_001372211	NM_001385282
NP_001380994	NM_001394065
NP_001269413	NM_001282484
NP_001005284	NM_001005284
NP_001308574	NM_001321645
NP_001004353	NM_001004353
NP_001010860	NM_001010860
NP_006567	NM_006576
NP_001317965	NM_001331036
NP_001297148	NM_001310219
NP_001362936	NM_001376007
NP_002096	NM_002105
NP_001380433	NM_001393504
NP_001004752	NM_001004752
NP_001381324	NM_001394395
NP_001093328	NM_001099858
NP_955384	NM_199352
NP_065697	NM_020646
NP_001353222	NM_001366293
NP_001313271	NM_001326342
NP_001139190	NM_001145718
NP_001131082	NM_001137610
NP_001380867	NM_001393938
NP_001381708	NM_001394779
NP_001164266	NM_001170795
NP_001243384	NM_001256455
NP_060370	NM_017900
NP_001026997	NM_001031827
NP_056189	NM_015374
NP_699161	NM_153330
NP_001380821	NM_001393892
NP_001099051	NM_001105581
NP_001342373	NM_001355444
NP_001073848	NM_001080379
NP_071503	NM_022171
NP_001378903	NM_001391974
NP_001159817	NM_001166345
NP_002823	NM_002832
NP_001288131	NM_001301202
NP_060145	NM_017675
NP_115488	NM_032112
NP_001378869	NM_001391940
NP_001363594	NM_001376665
NP_001244234	NM_001257305
NP_001157745	NM_001164273
NP_001004760	NM_001004760
NP_001380992	NM_001394063
NP_703146	NM_153445
NP_001013649	NM_001013627
NP_001073921	NM_001080452
NP_065933	NM_020882
NP_001138696	NM_001145224
NP_116267	NM_032878
NP_001380633	NM_001393704
NP_001378887	NM_001391958
NP_001340732	NM_001353803
NP_001137460	NM_001143988
NP_001350183	NM_001363254
NP_443121	NM_052889
NP_001352408	NM_001365479
NP_001318005	NM_001331076
NP_001161715	NM_001168243
NP_001295420	NM_001308491
NP_001017919	NM_001017919
NP_001034842	NM_001039753
NP_001340753	NM_001353824
NP_001380918	NM_001393989
NP_001019770	NM_001024599
NP_703144	NM_153443
NP_061888	NM_019015
NP_001182464	NM_001195535
NP_001092688	NM_001099218
NP_001182682	NM_001195753
NP_001380847	NM_001393918
NP_001369434	NM_001382505
NP_001287898	NM_001300969
NP_001350759	NM_001363830
NP_001380816	NM_001393887
NP_001138590	NM_001145118
NP_060828	NM_018358
NP_001381019	NM_001394090
NP_001277116	NM_001290187
NP_003515	NM_003524
NP_001010982	NM_001010982
NP_006502	NM_006511
NP_997224	NM_207341
NP_683762	NM_148959
NP_001155097	NM_001161625
NP_001375382	NM_001388453
NP_001135934	NM_001142462
NP_001138904	NM_001145432
NP_937795	NM_198152
NP_001380726	NM_001393797
NP_001353227	NM_001366298
NP_945119	NM_198925
NP_001094380	NM_001100910
NP_001342499	NM_001355570
NP_001376485	NM_001389556
NP_064596	NM_020211
NP_006223	NM_006232
NP_001380515	NM_001393586
