NM_002495	O43181	NDUFS4
NM_015492	Q6ZRI6	C15orf39
NM_014385	Q9Y286	SIGLEC7
NM_001348050	Q03924	ZNF117
NM_001098502	Q8N4Q1	CHCHD4
NM_015221	Q6XZF7	DNMBP
NM_002790	P28066	PSMA5
NM_001882	P24387	CRHBP
NM_001134655	O14771	ZNF213
NM_001137601	B2RXF5	ZBTB42
NM_001321160	Q9H825	METTL8
NM_033017	Q9C037	TRIM4
NM_052811	O60858	TRIM13
NM_052845	Q96EY8	MMAB
NM_000293	Q93100	PHKB
NM_006645	Q9Y365	STARD10
NM_001039762	Q6ZSG2	INSYN2A
NM_001326475	Q16581	C3AR1
NM_017589	Q9NY30	BTG4
NM_006362	Q9UBU9	NXF1
NM_003343	P60604	UBE2G2
NM_032520	Q9UJJ9	GNPTG
NM_024078	Q9BVI4	NOC4L
NM_018420	Q8IZD6	SLC22A15
NM_001024680	Q5FWF7	FBXO48
NM_007030	O94811	TPPP
NM_024645	Q9H898	ZMAT4
NM_022455	Q96L73	NSD1
NM_020340	Q5TH69	ARFGEF3
NM_024653	Q9H875	PRKRIP1
NM_000812	P18505	GABRB1
NM_080676	A1Z1Q3	MACROD2
NM_025069	Q9H7S9	ZNF703
NM_005281	P46089	GPR3
NM_021999	Q9Y287	ITM2B
NM_001312871	Q5RI15	COX20
NM_006705	O95257	GADD45G
NM_138376	Q8N0Z6	TTC5
NM_003566	Q15075	EEA1
NM_173081	Q5W041	ARMC3
NM_018968	Q9NY99	SNTG2
NM_017735	Q6P3X3	TTC27
NM_001164407	A6NGC4	TLCD2
NM_012344	O95665	NTSR2
NM_080859	Q8NGR3	OR1K1
NM_024674	Q9H9Z2	LIN28A
NM_001025591	Q4G0G5	SCGB2B2
NM_016544	Q9NZQ0	DNAJC27
NM_000633	P10415	BCL2
NM_001145315	Q9H410	DSN1
NM_181776	Q495M3	SLC36A2
NM_014584	Q96HE7	ERO1A
NM_004490	Q14449	GRB14
NM_024821	Q9H6E4	CCDC134
NM_002764	P60891	PRPS1
NM_152259	Q7Z2Z1	TICRR
NM_030903	Q9Y3N9	OR2W1
NM_014033	Q9H8H3	METTL7A
NM_181707	Q86WR6	C17orf64
NM_001098475	Q5VZ19	TDRD10
NM_001335	P56202	CTSW
NM_152565	Q8N8Y2	ATP6V0D2
NM_014264	O00444	PLK4
NM_003382	P41587	VIPR2
NM_000166	P08034	GJB1
NM_001554	O00622	CCN1
NM_002811	P51665	PSMD7
NM_130808	Q96A23	CPNE4
NM_022899	Q9H981	ACTR8
NM_033259	Q96S95	CAMK2N2
NM_001316961	Q9H7C9	AAMDC
NM_006191	Q9UQ80	PA2G4
NM_153360	Q8NCL9	APCDD1L
NM_017803	Q9NX74	DUS2
NM_022073	Q9H6Z9	EGLN3
NM_024827	Q96DB2	HDAC11
NM_020381	Q86YH6	PDSS2
NM_021645	Q5TAP6	UTP14C
NM_004041	P49407	ARRB1
NM_080753	Q9H1F0	WFDC10A
NM_001350947	Q64LD2	WDR25
NM_001633	P02760	AMBP
NM_031991	P26599	PTBP1
NM_001286574	Q5T9G4	ARMC12
NM_006451	Q9H074	PAIP1
NM_004850	O75116	ROCK2
NM_177973	O00204	SULT2B1
NM_022006	P58549	FXYD7
NM_004347	P51878	CASP5
NM_005469	O14734	ACOT8
NM_012331	Q9UJ68	MSRA
NM_001351281	A8MYZ0	MINDY4B
NM_017459	P55001	MFAP2
NM_014878	Q15397	PUM3
NM_001005516	A6NET4	OR5K3
NM_152595	Q96DM1	PGBD4
NM_005413	O95343	SIX3
NM_173495	Q96NR3	PTCHD1
NM_024848	Q5T089	MORN1
NM_015353	Q14681	KCTD2
NM_024080	Q7Z2W7	TRPM8
NM_198855	Q13398	ZNF211
NM_001033026	Q4ZIN3	TMEM259
NM_213622	O95630	STAMBP
NM_001143980	A6NI56	CCDC154
NM_016240	Q6AZY7	SCARA3
NM_001649	Q13796	SHROOM2
NM_001321985	O75356	ENTPD5
NM_012306	Q9BWQ8	FAIM2
NM_152527	Q7RTX9	SLC16A14
NM_012382	Q6PID6	TTC33
NM_001024594	Q5VUE5	C1orf53
NM_053035	Q9Y291	MRPS33
NM_001330230	P80217	IFI35
NM_019070	Q9Y6V7	DDX49
NM_199227	Q6UB28	METAP1D
NM_004120	P32456	GBP2
NM_199330	Q9NSB8	HOMER2
NM_005509	Q9Y485	DMXL1
NM_021244	Q9NQL2	RRAGD
NM_016111	Q9Y4R8	TELO2
NM_052897	Q96DN6	MBD6
NM_004127	Q13098	GPS1
NM_024643	Q53FD0	ZC2HC1C
NM_016134	Q9Y646	CPQ
NM_001024630	Q13950	RUNX2
NM_031956	Q8NA56	TTC29
NM_003008	Q02383	SEMG2
NM_016630	Q9NZD8	SPG21
NM_001984	P10768	ESD
NM_001289970	A6NLE4	SMIM23
NM_032315	Q9BSK2	SLC25A33
NM_003299	P14625	HSP90B1
NM_033440	P08217	CELA2A
NM_018929	Q9Y5F6	PCDHGC5
NM_001157	P50995	ANXA11
NM_014049	Q9H845	ACAD9
NM_001785	P32320	CDA
NM_004195	Q9Y5U5	TNFRSF18
NM_022492	Q49AM3	TTC31
NM_022473	Q9H2Y7	ZNF106
NM_024345	Q5QP82	DCAF10
NM_031455	Q9BQI4	CCDC3
NM_001080413	O60393	NOBOX
NM_032783	Q8N4T8	CBR4
NM_003157	P51957	NEK4
NM_022064	Q5XPI4	RNF123
NM_145305	Q8WUT9	SLC25A43
NM_001013631	O60812	HNRNPCL1
NM_001281293	Q9Y2X9	ZNF281
NM_198196	P40200	CD96
NM_012197	Q9Y3P9	RABGAP1
NM_024709	Q9H7X2	C1orf115
NM_032409	Q9BXM7	PINK1
NM_003959	O75146	HIP1R
NM_018111	Q9NVV2	C19orf73
NM_005525	P28845	HSD11B1
NM_024926	A0AVF1	TTC26
NM_019084	Q5T5M9	CCNJ
NM_016283	Q9Y3D8	AK6
NM_032681	Q9BSJ1	TRIM51
NM_004603	Q16623	STX1A
NM_002409	Q09327	MGAT3
NM_001114938	Q96LX7	CCDC17
NM_002743	P14314	PRKCSH
NM_020127	Q9NNX1	TUFT1
NM_004265	O95864	FADS2
NM_005164	Q9UBJ2	ABCD2
NM_175064	Q8NFV5	SPDYE1
NM_001195076	C9J6K1	C19orf81
NM_021643	Q92519	TRIB2
NM_005933	Q03164	KMT2A
NM_001005567	Q9H339	OR51B5
NM_001190844	A6NGB7	TMEM221
NM_001286740	Q96S82	UBL7
NM_001017961	Q5VT40	FAM78B
NM_002515	P51513	NOVA1
NM_080608	Q9BR10	SPATA25
NM_031947	Q9BXI2	SLC25A2
NM_016361	Q9NPH0	ACP6
NM_002164	P14902	IDO1
NM_001385855	Q8NH16	OR2L2
NM_015392	Q9NQX5	NPDC1
NM_015906	Q9UPN9	TRIM33
NM_001085430	Q0P5P2	C17orf67
NM_054108	Q96KN8	PLAAT5
NM_016653	Q9NYL2	MAP3K20
NM_003818	O95674	CDS2
NM_005764	Q13113	PDZK1IP1
NM_004721	O43283	MAP3K13
NM_013348	Q9UNX9	KCNJ14
NM_001103161	Q6ZV89	SH2D5
NM_003726	Q86WV1	SKAP1
NM_001098638	Q8NCN4	RNF169
NM_198836	Q13085	ACACA
NM_005800	Q5W0Q7	USPL1
NM_006219	P42338	PIK3CB
NM_145248	Q96KW9	SPACA7
NM_019028	Q8IUH4	ZDHHC13
NM_177529	P50225	SULT1A1
NM_001256861	D6RJB6	USP17L20
NM_000315	P01270	PTH
NM_006700	O14545	TRAFD1
NM_004894	P56378	ATP5MJ
NM_080650	Q7L8W6	DPH6
NM_173562	Q7Z5Y7	KCTD20
NM_001170779	Q6P4D5	PABIR3
NM_001017981	Q9Y6U7	RNF215
NM_002641	P37287	PIGA
NM_021947	Q9GZT4	SRR
NM_030753	P56703	WNT3
NM_018164	Q9NVM9	INTS13
NM_005140	Q16280	CNGA2
NM_004286	O00178	GTPBP1
NM_198534	Q8NA69	TEX45
NM_001243193	Q9NP55	BPIFA1
NM_007156	P98168	ZXDA
NM_001136178	P11161	EGR2
NM_152230	Q8NFU5	IPMK
NM_032153	Q8N9L1	ZIC4
NM_138283	Q9H114	CSTL1
NM_018241	Q9NVA4	TMEM184C
NM_001006630	P08172	CHRM2
NM_030773	Q9H4B7	TUBB1
NM_001114106	Q8N4M1	SLC44A3
NM_016545	Q5VY09	IER5
NM_007052	Q9Y5S8	NOX1
NM_198507	Q8TBP5	FAM174A
NM_207514	Q6ZN54	DEF8
NM_024581	Q8NB25	FAM184A
NM_030958	Q9H2Y9	SLCO5A1
NM_001277307	A8MXT2	MAGEB17
NM_032847	Q96K31	C8orf76
NM_014956	Q9UPV0	CEP164
NM_004730	P62495	ETF1
NM_018394	Q9NUJ1	ABHD10
NM_033195	Q9BYZ2	LDHAL6B
NM_001126063	Q5JSQ8	KHDC1L
NM_001080849	Q5SXM8	DNLZ
NM_138774	Q96D70	R3HDM4
NM_001244892	P0DPH9/A0A1B0GTR3	CXorf51B/CXorf51A
NM_020643	Q9NQ32	C11orf16
NM_001378625	O95461	LARGE1
NM_001317769	Q9ULZ2	STAP1
NM_022755	Q9H8X2	IPPK
NM_001039771	Q6UW01	CBLN3
NM_001304523	Q9Y6D9	MAD1L1
NM_201269	Q9H582	ZNF644
NM_001303477	Q8IYI0	SHLD1
NM_001226	P55212	CASP6
NM_031412	Q9H0R8	GABARAPL1
NM_001386932	Q9BY89	KIAA1671
NM_002916	P35249	RFC4
NM_005519	A2RU54	HMX2
NM_001004740	Q8NGP8	OR5M1
NM_003002	O14521	SDHD
NM_018728	Q9NQX4	MYO5C
NM_000971	P18124	RPL7
NM_003141	P19474	TRIM21
NM_001263	Q92903	CDS1
NM_024844	Q9BW27	NUP85
NM_001111020	O00267	SUPT5H
NM_020379	Q9NR34	MAN1C1
NM_017439	A4D1B5	GSAP
NM_025241	Q9BZV1	UBXN6
NM_014978	Q9UPU3	SORCS3
NM_032918	Q96A58	RERG
NM_033122	Q96KC9	CABS1
NM_004964	Q13547	HDAC1
NM_207413	Q6UXT8	ALKAL1
NM_001004317	Q6ZN17	LIN28B
NM_023003	Q9BZW5	TM6SF1
NM_005199	P07510	CHRNG
NM_182925	P35916	FLT4
NM_001304990	O43610	SPRY3
NM_012212	Q14914	PTGR1
NM_001650	P55087	AQP4
NM_002692	P56282	POLE2
NM_019589	P49750	YLPM1
NM_001079807	P0DJD8	PGA3
NM_001040185	Q7L2R6	ZNF765
NM_016315	Q9UBP9	GULP1
NM_139317	Q96CA5	BIRC7
NM_178276	Q86VE9	SERINC5
NM_001300803	Q3KP22	MAJIN
NM_001216	Q16790	CA9
NM_005063	O00767	SCD
NM_032309	Q9BSY4	CHCHD5
NM_138290	Q96NL0	RUNDC3B
NM_001330324	Q0D2I5	IFFO1
NM_002880	P04049	RAF1
NM_006773	Q9NVP1	DDX18
NM_001371904	Q6Q788	APOA5
NM_153699	Q7RTV2	GSTA5
NM_015171	Q96QU8	XPO6
NM_001128596	Q8N9U0	TC2N
NM_152342	Q8N8U2	CDYL2
NM_005001	O95182	NDUFA7
NM_001135676	Q96E16	SMIM19
NM_181510	Q8IUA0	WFDC8
NM_005850	Q15427	SF3B4
NM_025078	Q8N2U9	SLC66A2
NM_032899	Q86UY5	FAM83A
NM_015129	Q14141	SEPTIN6
NM_006181	O00634	NTN3
NM_024654	Q5SY16	NOL9
NM_006352	Q99592	ZBTB18
NM_172362	O95259	KCNH1
NM_001190460	A8MXZ3	KRTAP9-1
NM_020855	Q9P255	ZNF492
NM_058238	P56706	WNT7B
NM_014210	P22794	EVI2A
NM_000878	P14784	IL2RB
NM_152293	Q86TJ2	TADA2B
NM_007160	O95918	OR2H2
NM_019060	Q9UGL9	CRCT1
NM_015167	Q6NYC1	JMJD6
NM_001395362	Q6ZR62	RTL4
NM_013349	Q9UMX5	NENF
NM_001011719	Q5FYA8	ARSH
NM_001130520	O14628	ZNF195
NM_033161	O15260	SURF4
NM_152990	Q8NFP0	PXT1
NM_012249	P17081	RHOQ
NM_012267	Q9NZL4	HSPBP1
NM_001271641	Q9NZJ7	MTCH1
NM_020459	Q9ULR5	PAIP2B
NM_024830	Q8NF37	LPCAT1
NM_199229	Q96AT9	RPE
NM_003242	P37173	TGFBR2
NM_001136156	Q8TCN5	ZNF507
NM_001330218	Q8N7R7	CCNYL1
NM_000586	P60568	IL2
NM_001080426	Q5VZP5	STYXL2
NM_001135575	P0DJ93	SMIM13
NM_016424	O95232	LUC7L3
NM_006713	P53999	SUB1
NM_001354076	O75570	MTRF1
NM_013388	Q9HCU5	PREB
NM_001122779	Q9H5Z6	FAM124B
NM_001010889	Q5VXH4	PRAMEF6
NM_016173	Q9Y5R4	HEMK1
NM_005676	P98175	RBM10
NM_032830	Q969X6	UTP4
NM_022828	Q9H6S0	YTHDC2
NM_006029	Q8ND90	PNMA1
NM_003715	O60763	USO1
NM_033204	Q8IZC7	ZNF101
NM_001541	Q16082	HSPB2
NM_001370218	A8MTL3	RNF212B
NM_018004	Q9NWC5	TMEM45A
NM_001363507	A0A1B0GVH7	IQCM
NM_182504	Q6UE05	TMEM270
NM_024736	P57764	GSDMD
NM_022120	Q9BYC2	OXCT2
NM_001161546	E7EW31	PROB1
NM_016062	Q9Y3D0	CIAO2B
NM_213602	Q6ZMC9	SIGLEC15
NM_052934	Q7LBE3	SLC26A9
NM_001880	P15336	ATF2
NM_198481	Q6UX27	VSTM1
NM_002401	Q99759	MAP3K3
NM_206997	Q8TDT2	GPR152
NM_183241	Q9BUH6	PAXX
NM_001257309	A8MX34	KRTAP29-1
NM_001571	Q14653	IRF3
NM_003731	O43805	SSNA1
NM_002258	Q12918	KLRB1
NM_001077198	Q7Z3C6	ATG9A
NM_000349	P49675	STAR
NM_017769	Q7L622	G2E3
NM_022132	Q9HCC0	MCCC2
NM_080628	A0PJX2	TLDC2
NM_020943	Q9HCG8	CWC22
NM_152694	Q8N8U3	RTL3
NM_001270424	A0PJE2	DHRS12
NM_005480	Q12815	TROAP
NM_144685	Q8NE63	HIPK4
NM_017828	Q9H0A8	COMMD4
NM_012343	Q13423	NNT
NM_003551	P56597	NME5
NM_030805	Q9H0V9	LMAN2L
NM_018124	Q6PCD5	RFWD3
NM_005107	Q9Y2C4	EXOG
NM_001253387	O00533	CHL1
NM_003842	O14763	TNFRSF10B
NM_001004737	Q8NHB8	OR5K2
NM_021034	Q01628	IFITM3
NM_080751	Q8TDI7	TMC2
NM_017740	Q9NXF8	ZDHHC7
NM_003690	O75569	PRKRA
NM_030959	Q9UGF7	OR12D3
NM_001493	P31150	GDI1
NM_153230	Q8N4B4	FBXO39
NM_004719	Q99590	SCAF11
NM_015515	Q9C075	KRT23
NM_004939	Q92499	DDX1
NM_004571	P55347	PKNOX1
NM_052846	Q9NT22	EMILIN3
NM_001010857	Q5T871	LELP1
NM_001048	P61278	SST
NM_004715	Q9Y5B0	CTDP1
NM_018385	Q9H089	LSG1
NM_024516	Q9BTK6	PAGR1
NM_001007253	Q14264	ERV3-1
NM_172201	Q9Y6J6	KCNE2
NM_018898	Q9H158	PCDHAC1
NM_020686	P80404	ABAT
NM_173683	Q5GH73	XKR6
NM_003658	Q9UMQ3	BARX2
NM_001105562	O95155	UBE4B
NM_181643	Q8TCI5	PIFO
NM_000396	P43235	CTSK
NM_015638	Q8TEL6	TRPC4AP
NM_144642	Q8TBG9	SYNPR
NM_001900	P28325	CST5
NM_023067	P58012	FOXL2
NM_001034	P31350	RRM2
NM_033254	Q9BWV1	BOC
NM_001004685	O95006	OR2F2
NM_001145440	Q6NUM6	TYW1B
NM_001136020	Q05084	ICA1
NM_022089	Q9NQ11	ATP13A2
NM_024026	Q9BQC6	MRPL57
NM_006442	Q14919	DRAP1
NM_032257	Q9H0C1	ZMYND12
NM_032014	Q96EL2	MRPS24
NM_001832	P04118	CLPS
NM_020347	Q9NQ48	LZTFL1
NM_001030288	P16150	SPN
NM_001388111	Q6PIY7	TENT2
NM_001333	O60911	CTSV
NM_144607	Q6P9G0	CYB5D1
NM_178468	Q9BQN1	FAM83C
NM_005078	Q04726	TLE3
NM_153273	Q92551	IP6K1
NM_023944	Q9HCS2	CYP4F12
NM_018384	Q96F15	GIMAP5
NM_031895	Q8WXS5	CACNG8
NM_058163	Q969E8	TSR2
NM_001387135	P24855	DNASE1
NM_001039211	Q5T2N8	ATAD3C
NM_194300	Q6ZRS4	ITPRID1
NM_152482	Q9UFG5	C19orf25
NM_001144872	A6NFT4	CFAP73
NM_182982	P32298	GRK4
NM_003155	P52823	STC1
NM_001568	P60228	EIF3E
NM_022908	Q9H857	NT5DC2
NM_005298	O00155	GPR25
NM_016474	Q6PII3	CCDC174
NM_001080533	A6NIH7	UNC119B
NM_001321829	Q7Z3E2	CCDC186
NM_014575	P0DPB3	SCHIP1
NM_147156	Q86VZ5	SGMS1
NM_001008393	Q504U0	C4orf46
NM_001131028	Q9H0Y0	ATG10
NM_001326332	O95319	CELF2
NM_001277378	A6NJJ6	C19orf67
NM_024584	Q6ZUS5	CCDC121
NM_005033	Q06265	EXOSC9
NM_007172	Q9UKX7	NUP50
NM_001080513	P22792	CPN2
NM_012269	Q2M3T9	HYAL4
NM_018229	Q9H0R1	AP5M1
NM_014962	Q9Y2F9	BTBD3
NM_001099409	Q8N3D4	EHBP1L1
NM_000895	P09960	LTA4H
NM_001354006	P0DN79/P35520	CBSL/CBS
NM_001351365	A0A087WUL8	NBPF19
NM_000067	P00918	CA2
NM_138792	Q8WVC0	LEO1
NM_000306	P28069	POU1F1
NM_007202	O43572	AKAP10
NM_001352688	A4D0T7	SMIM30
NM_181620	Q3MIV0	KRTAP22-1
NM_133503	P07585	DCN
NM_001552	P22692	IGFBP4
NM_002863	P06737	PYGL
NM_001293187	Q9NRN9	METTL5
NM_022049	Q9GZN0	GPR88
NM_052936	Q8WYN0	ATG4A
NM_080744	Q8WTU2	SSC4D
NM_001276437	Q99712	KCNJ15
NM_020133	Q9NRZ5	AGPAT4
NM_001355479	B5MD39	GGTLC3
NM_022489	Q27J81	INF2
NM_018353	Q6P0N0	MIS18BP1
NM_173503	Q8N7B9	EFCAB3
NM_003189	P17542	TAL1
NM_017520	Q99549	MPHOSPH8
NM_001184900	Q9Y2G2	CARD8
NM_004969	P14735	IDE
NM_181704	Q86Y28	BAGE4
NM_001136508	Q5T7R7	C1orf185
NM_016628	Q9BTA9	WAC
NM_015130	Q6ZT07	TBC1D9
NM_033031	Q8WWL7	CCNB3
NM_014496	Q9UK32	RPS6KA6
NM_006633	Q13576	IQGAP2
NM_003389	Q92828	CORO2A
NM_001012454	Q6NXP2	FAM71F2
NM_020461	Q96RT7	TUBGCP6
NM_003026	Q99962	SH3GL2
NM_017691	Q8IUZ0	LRRC49
NM_000590	P15248	IL9
NM_024913	A4D0V7	CPED1
NM_012157	Q9UKC9	FBXL2
NM_003270	O43657	TSPAN6
NM_020395	Q96CB8	INTS12
NM_207418	Q6L9T8	FAM72D
NM_014159	Q9BYW2	SETD2
NM_020041	Q9NRM0	SLC2A9
NM_001042683	Q149N8	SHPRH
NM_021127	Q13794	PMAIP1
NM_001955	P05305	EDN1
NM_015942	Q96E29	MTERF3
NM_001448	O75487	GPC4
NM_020693	Q8TD84	DSCAML1
NM_032118	Q9H977	WDR54
NM_001816	P31997	CEACAM8
NM_001390833	Q96JE7	SEC16B
NM_001348768	Q9P2P5	HECW2
NM_003613	O75339	CILP
NM_005843	O75886	STAM2
NM_005180	P35226	BMI1
NM_001079512	A6NH52	TVP23A
NM_001070	P23258	TUBG1
NM_001130858	Q6PFW1	PPIP5K1
NM_002791	P60900	PSMA6
NM_006369	Q15345	LRRC41
NM_001350862	Q9Y5W8	SNX13
NM_005210	P07316	CRYGB
NM_001037668	Q8IZN7	DEFB107B
NM_001424	P54851	EMP2
NM_000185	P05546	SERPIND1
NM_001098199	P46091	GPR1
NM_001004454	Q8NGR8	OR1L8
NM_006320	O15173	PGRMC2
NM_001040202	Q6TCH7	PAQR3
NM_006710	Q99627	COPS8
NM_001798	P24941	CDK2
NM_173491	P83369	LSM11
NM_030628	Q6P9B9	INTS5
NM_001350932	Q4VC39	HIGD2B
NM_014078	Q9BYD1	MRPL13
NM_001162914	P0CW27	CCDC166
NM_001352901	Q96EG1	ARSG
NM_144616	Q96MG2	JSRP1
NM_022900	Q96PB1	CASD1
NM_001848	P12109	COL6A1
NM_004562	O60260	PRKN
NM_006510	P14373	TRIM27
NM_199187	P05783	KRT18
NM_153217	Q8WUU8	TMEM174
NM_031952	Q9BWV2	SPATA9
NM_025124	Q9H6X4	TMEM134
NM_001039182	Q9H3K6	BOLA2B
NM_002381	O15232	MATN3
NM_032538	Q5TCY1	TTBK1
NM_005709	Q9Y6N9	USH1C
NM_001099857	Q9Y6K9	IKBKG
NM_014847	Q14157	UBAP2L
NM_006456	Q9UJ37	ST6GALNAC2
NM_005293	Q99678	GPR20
NM_000365	P60174	TPI1
NM_002544	P23515	OMG
NM_006589	P81408	FAM189B
NM_005865	Q9NQE7	PRSS16
NM_004280	O43324	EEF1E1
NM_080656	Q96HQ2	CDKN2AIPNL
NM_031431	Q96JB2	COG3
NM_021139	P06133	UGT2B4
NM_033310	Q9NYG8	KCNK4
NM_001113511	Q14155	ARHGEF7
NM_001089584	A4QMS7	C5orf49
NM_001323306	Q8N9F8	ZNF454
NM_012278	Q9UKP3	ITGB1BP2
NM_006844	A1L0T0	ILVBL
NM_022444	Q9BZW2	SLC13A1
NM_003396	O14905	WNT9B
NM_206996	Q6Q759	SPAG17
NM_001293179	O95084	PRSS23
NM_006716	Q9UBU7	DBF4
NM_014999	Q9UL25	RAB21
NM_001381965	P17027	ZNF23
NM_152658	Q8NA92	THAP8
NM_006277	Q9NZM3	ITSN2
NM_017704	Q8WVL7	ANKRD49
NM_080282	Q8WWZ4	ABCA10
NM_005828	P61962	DCAF7
NM_145173	O95057	DIRAS1
NM_152341	Q8N4S7	PAQR4
NM_057093	P53672	CRYBA2
NM_006323	O95487	SEC24B
NM_001005338	A6NKK0	OR5H1
NM_015444	Q8WZ71	TMEM158
NM_016565	Q9NYJ1	COA4
NM_019625	Q9NP78	ABCB9
NM_001031854	Q4AC99	ACCSL
NM_001013699	Q6NXT2	H3-5
NM_003185	O00268	TAF4
NM_138374	Q96IR2	ZNF845
NM_001256409	Q9Y546	LRRC42
NM_032283	Q9NUE0	ZDHHC18
NM_177963	Q8IV01	SYT12
NM_000371	P02766	TTR
NM_001394551	O95696	BRD1
NM_001075	P36537	UGT2B10
NM_017799	Q9NX78	TMEM260
NM_004277	O95847	SLC25A27
NM_033067	Q96MA1	DMRTB1
NM_003657	O75363	BCAS1
NM_003700	Q9H210	OR2D2
NM_004487	Q14789	GOLGB1
NM_004219	O95997	PTTG1
NM_001077242	Q96QD5	DEPDC7
NM_203281	P51813	BMX
NM_001242739	Q5VV52	ZNF691
NM_001136103	Q8N3T6	TMEM132C
NM_005356	P06239	LCK
NM_001005213	Q8NH87	OR9G1
NM_153635	Q8IYJ1	CPNE9
NM_032413	Q9C002	NMES1
NM_001288746	Q96DZ9	CMTM5
NM_001364856	O14525	ASTN1
NM_031890	Q9BXQ6	TMEM121B
NM_024058	Q9BVW6	SMIM2
NM_001039029	Q8N967	LRTM2
NM_001039763	C9JQI7	TMEM232
NM_198493	Q5TZF3	ANKRD45
NM_002144	P14653	HOXB1
NM_003664	O00203	AP3B1
NM_001378373	P11226	MBL2
NM_003381	P01282	VIP
NM_001317107	P0C645	OR4E1
NM_001291380	Q5VWM6	PRAMEF13
NM_014225	P30153	PPP2R1A
NM_014601	Q9NZN4	EHD2
NM_031935	Q96RW7	HMCN1
NM_014484	O95396	MOCS3
NM_001004328	Q6ZN79	ZNF705A
NM_002314	P53667	LIMK1
NM_017762	Q9NXD2	MTMR10
NM_033200	Q9BU23	LMF2
NM_001136507	A6NJ08	MBD3L5
NM_005119	Q9Y2W1	THRAP3
NM_014394	Q9H3K2	GHITM
NM_001937	Q07507	DPT
NM_003968	Q8TBC4	UBA3
NM_178428	Q5TA79	LCE2A
NM_080864	Q8WXF3	RLN3
NM_003049	Q14973	SLC10A1
NM_001933	P36957	DLST
NM_017760	Q86XI2	NCAPG2
NM_001330177	Q63HM2	PCNX4
NM_001077511	Q9Y242	TCF19
NM_002085	P36969	GPX4
NM_001256421	Q53EU6	GPAT3
NM_001145132	A6NGY3	C5orf52
NM_015173	Q86TI0	TBC1D1
NM_018969	Q9NS66	GPR173
NM_018227	A0AVT1	UBA6
NM_001164434	Q3LI68	KRTAP22-2
NM_001128326	Q075Z2	BSPH1
NM_001042690	Q6ZTZ1	MSANTD1
NM_024764	Q9H7T0	CATSPERB
NM_006404	Q9UNN8	PROCR
NM_005922	Q9Y6R4	MAP3K4
NM_003461	Q15942	ZYX
NM_138287	Q8TDB6	DTX3L
NM_002523	P47972	NPTX2
NM_018136	Q8IZT6	ASPM
NM_001033025	Q9UBQ6	EXTL2
NM_001012446	A6H8Z2	FAM221B
NM_001001914	Q8NGZ4	OR2G3
NM_001142749	A8MWY0	ELAPOR2
NM_173672	Q8IXY8	PPIL6
NM_015082	Q6MZW2	FSTL4
NM_002044	Q01415	GALK2
NM_152732	Q9H1X1	RSPH9
NM_017918	Q9NWR8	MCUB
NM_007096	P09496	CLTA
NM_017652	Q9NXT0	ZNF586
NM_015983	Q9Y2X8	UBE2D4
NM_001001795	Q6P1X6	C8orf82
NM_001194986	A6NFA1	TRABD2B
NM_001040709	Q5VXT5	SYPL2
NM_005091	O75594	PGLYRP1
NM_020428	Q8IWA5	SLC44A2
NM_001220493	A6NNS2	DHRS7C
NM_152274	Q8N1B3	CCNQ
NM_178828	Q6ZUB1	SPATA31E1
NM_000596	P08833	IGFBP1
NM_001364931	Q5VYK3	ECPAS
NM_001002246	Q9NYG5	ANAPC11
NM_024098	Q9H6F5	CCDC86
NM_172037	Q8IZV5	RDH10
NM_207392	P60985	KRTDAP
NM_004528	O14880	MGST3
NM_018704	Q9P2B4	CTTNBP2NL
NM_000409	P43080	GUCA1A
NM_015985	Q9Y264	ANGPT4
NM_001145127	A8MZ36	EVPLL
NM_012385	O60356	NUPR1
NM_003512	Q93077	H2AC6
NM_006714	Q92484	SMPDL3A
NM_006460	O94992	HEXIM1
NM_003775	O95977	S1PR4
NM_024031	Q9BWN1	PRR14
NM_054030	Q96LB1	MRGPRX2
NM_007157	P98169	ZXDB
NM_015891	O60508	CDC40
NM_003475	Q02833	RASSF7
NM_001102657	Q6ZNA1	ZNF836
NM_001308172	Q08AH3	ACSM2A
NM_003659	O00116	AGPS
NM_152402	Q8N609	TRAM1L1
NM_006266	Q12967	RALGDS
NM_033035	Q969D9	TSLP
NM_001258315	Q9H8V3	ECT2
NM_001355239	Q8NE65	ZNF738
NM_001369587	P24001	IL32
NM_002938	P78317	RNF4
NM_001377498	Q9H9Q4	NHEJ1
NM_001358	O43143	DHX15
NM_001168357	Q13093	PLA2G7
NM_148975	Q96JQ5	MS4A4A
NM_018482	Q9ULH1	ASAP1
NM_021629	Q9HAV0	GNB4
NM_000969	P46777	RPL5
NM_006850	Q13007	IL24
NM_002286	P18627	LAG3
NM_016612	Q9NYZ2	SLC25A37
NM_030940	Q9BUE6	ISCA1
NM_173567	Q8IUS5	EPHX4
NM_177401	Q504T8	MIDN
NM_174898	Q8N1E2	LYG1
NM_005224	Q99856	ARID3A
NM_138328	P58872	RHBDL3
NM_031449	Q8NF64	ZMIZ2
NM_001940	P54259	ATN1
NM_178460	Q9H106	SIRPD
NM_002941	Q9Y6N7	ROBO1
NM_152233	Q9UNH7	SNX6
NM_022750	Q9H0J9	PARP12
NM_001135217	Q53EV4	LRRC23
NM_001382003	Q14061	COX17
NM_003749	Q9Y4H2	IRS2
NM_001040697	Q8IX04	UEVLD
